instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
9990,2012-02-26,1,1,2,6,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,weekdays,Terlalu kering
9991,2012-02-26,1,1,2,7,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22,weekdays,Terlalu kering
9992,2012-02-26,1,1,2,8,0,0,1,0.2,0.197,0.51,0.2537,2,57,59,weekdays,Terlalu kering
9993,2012-02-26,1,1,2,9,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,weekdays,Terlalu kering
9994,2012-02-26,1,1,2,10,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,weekdays,Terlalu kering
9995,2012-02-26,1,1,2,11,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,weekdays,Terlalu kering
9996,2012-02-26,1,1,2,12,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,weekdays,Terlalu kering
9997,2012-02-26,1,1,2,13,0,0,1,0.32,0.3333,0.36,0.0,58,267,325,weekdays,Terlalu kering
9998,2012-02-26,1,1,2,14,0,0,1,0.34,0.3485,0.31,0.0,68,263,331,weekdays,Terlalu kering
9999,2012-02-26,1,1,2,15,0,0,1,0.36,0.3485,0.29,0.0,72,281,353,weekdays,Terlalu kering
10000,2012-02-26,1,1,2,16,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,weekdays,Terlalu kering
10001,2012-02-26,1,1,2,17,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,weekdays,Terlalu kering
10002,2012-02-26,1,1,2,18,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216,weekdays,Terlalu kering
10003,2012-02-26,1,1,2,19,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,weekdays,Terlalu kering
10004,2012-02-26,1,1,2,20,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,weekdays,Terlalu kering
10005,2012-02-26,1,1,2,21,0,0,1,0.3,0.303,0.45,0.1343,8,75,83,weekdays,Terlalu kering
10006,2012-02-26,1,1,2,22,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,weekdays,Terlalu kering
10007,2012-02-26,1,1,2,23,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64,weekdays,Terlalu kering
10008,2012-02-27,1,1,2,0,0,1,1,0.26,0.2424,0.6,0.2537,2,27,29,weekdays,Terlalu kering
10009,2012-02-27,1,1,2,1,0,1,1,0.26,0.2576,0.65,0.2239,0,6,6,weekdays,Terlalu kering
10010,2012-02-27,1,1,2,2,0,1,1,0.26,0.2273,0.7,0.2985,0,4,4,weekdays,Terlalu kering
10011,2012-02-27,1,1,2,3,0,1,1,0.24,0.2424,0.75,0.1642,0,2,2,weekdays,Terlalu kering
10012,2012-02-27,1,1,2,4,0,1,1,0.22,0.2273,0.8,0.1343,0,1,1,weekdays,Terlalu kering
10013,2012-02-27,1,1,2,5,0,1,1,0.22,0.2273,0.8,0.1343,0,16,16,weekdays,Terlalu kering
10014,2012-02-27,1,1,2,6,0,1,1,0.24,0.2273,0.7,0.2537,1,89,90,weekdays,Terlalu kering
10015,2012-02-27,1,1,2,7,0,1,1,0.24,0.2273,0.6,0.2239,2,278,280,weekdays,Terlalu kering
10016,2012-02-27,1,1,2,8,0,1,1,0.24,0.2424,0.6,0.0,14,514,528,weekdays,Terlalu kering
10017,2012-02-27,1,1,2,9,0,1,1,0.26,0.2576,0.6,0.194,11,219,230,weekdays,Terlalu kering
10018,2012-02-27,1,1,2,10,0,1,1,0.32,0.303,0.45,0.2537,16,88,104,weekdays,Terlalu kering
10019,2012-02-27,1,1,2,11,0,1,1,0.36,0.3333,0.43,0.2537,11,92,103,weekdays,Terlalu kering
10020,2012-02-27,1,1,2,12,0,1,1,0.4,0.4091,0.37,0.2985,13,164,177,weekdays,Terlalu kering
10021,2012-02-27,1,1,2,13,0,1,1,0.4,0.4091,0.43,0.2836,23,159,182,weekdays,Terlalu kering
10022,2012-02-27,1,1,2,14,0,1,1,0.46,0.4545,0.36,0.2836,24,134,158,weekdays,Terlalu kering
10023,2012-02-27,1,1,2,15,0,1,1,0.52,0.5,0.25,0.4179,24,150,174,weekdays,Terlalu kering
10024,2012-02-27,1,1,2,16,0,1,1,0.54,0.5152,0.26,0.4478,20,266,286,weekdays,Terlalu kering
10025,2012-02-27,1,1,2,17,0,1,1,0.54,0.5152,0.24,0.4478,26,503,529,weekdays,Terlalu kering
10026,2012-02-27,1,1,2,18,0,1,1,0.52,0.5,0.27,0.4179,10,517,527,weekdays,Terlalu kering
10027,2012-02-27,1,1,2,19,0,1,1,0.5,0.4848,0.29,0.3881,16,318,334,weekdays,Terlalu kering
10028,2012-02-27,1,1,2,20,0,1,1,0.48,0.4697,0.33,0.3582,11,208,219,weekdays,Terlalu kering
10029,2012-02-27,1,1,2,21,0,1,1,0.46,0.4545,0.36,0.2836,14,181,195,weekdays,Terlalu kering
10030,2012-02-27,1,1,2,22,0,1,1,0.44,0.4394,0.44,0.2537,9,83,92,weekdays,Terlalu kering
10031,2012-02-27,1,1,2,23,0,1,1,0.42,0.4242,0.5,0.1642,6,50,56,weekdays,Terlalu kering
10032,2012-02-28,1,1,2,0,0,2,1,0.42,0.4242,0.54,0.1343,0,10,10,weekdays,Terlalu kering
10033,2012-02-28,1,1,2,1,0,2,1,0.38,0.3939,0.62,0.1642,0,6,6,weekdays,Terlalu kering
10034,2012-02-28,1,1,2,2,0,2,1,0.4,0.4091,0.54,0.1045,1,2,3,weekdays,Terlalu kering
10035,2012-02-28,1,1,2,3,0,2,1,0.4,0.4091,0.32,0.3582,0,6,6,weekdays,Terlalu kering
10036,2012-02-28,1,1,2,4,0,2,1,0.32,0.2879,0.42,0.3582,0,2,2,weekdays,Terlalu kering
10037,2012-02-28,1,1,2,5,0,2,1,0.32,0.2879,0.42,0.3582,1,20,21,weekdays,Terlalu kering
10038,2012-02-28,1,1,2,6,0,2,1,0.3,0.2727,0.45,0.3284,1,100,101,weekdays,Terlalu kering
10039,2012-02-28,1,1,2,7,0,2,1,0.28,0.2576,0.45,0.2985,12,313,325,weekdays,Terlalu kering
10040,2012-02-28,1,1,2,8,0,2,1,0.26,0.2424,0.48,0.2836,16,543,559,weekdays,Terlalu kering
10041,2012-02-28,1,1,2,9,0,2,1,0.28,0.2576,0.45,0.3582,7,225,232,weekdays,Terlalu kering
10042,2012-02-28,1,1,2,10,0,2,1,0.3,0.2727,0.42,0.2985,14,118,132,weekdays,Terlalu kering
10043,2012-02-28,1,1,2,11,0,2,1,0.34,0.3182,0.36,0.2537,8,155,163,weekdays,Terlalu kering
10044,2012-02-28,1,1,2,12,0,2,1,0.36,0.3485,0.34,0.1343,19,164,183,weekdays,Terlalu kering
10045,2012-02-28,1,1,2,13,0,2,1,0.36,0.3636,0.32,0.1045,16,174,190,weekdays,Terlalu kering
10046,2012-02-28,1,1,2,14,0,2,1,0.4,0.4091,0.28,0.1045,13,121,134,weekdays,Terlalu kering
10047,2012-02-28,1,1,2,15,0,2,1,0.42,0.4242,0.26,0.0896,17,149,166,weekdays,Terlalu kering
10048,2012-02-28,1,1,2,16,0,2,1,0.42,0.4242,0.28,0.0896,17,270,287,weekdays,Terlalu kering
10049,2012-02-28,1,1,2,17,0,2,1,0.42,0.4242,0.26,0.0896,33,497,530,weekdays,Terlalu kering
10050,2012-02-28,1,1,2,18,0,2,1,0.42,0.4242,0.28,0.1642,17,432,449,weekdays,Terlalu kering
10051,2012-02-28,1,1,2,19,0,2,1,0.42,0.4242,0.26,0.0,15,291,306,weekdays,Terlalu kering
10052,2012-02-28,1,1,2,20,0,2,1,0.4,0.4091,0.3,0.1343,2,202,204,weekdays,Terlalu kering
10053,2012-02-28,1,1,2,21,0,2,1,0.34,0.3485,0.46,0.1045,10,178,188,weekdays,Terlalu kering
10054,2012-02-28,1,1,2,22,0,2,1,0.34,0.3485,0.46,0.1045,6,95,101,weekdays,Terlalu kering
10055,2012-02-28,1,1,2,23,0,2,1,0.32,0.303,0.53,0.2239,4,61,65,weekdays,Terlalu kering
10056,2012-02-29,1,1,2,0,0,3,1,0.32,0.3333,0.53,0.1045,2,30,32,weekdays,Terlalu kering
10057,2012-02-29,1,1,2,1,0,3,1,0.32,0.3333,0.49,0.1045,0,6,6,weekdays,Terlalu kering
10058,2012-02-29,1,1,2,2,0,3,1,0.3,0.2879,0.56,0.2239,0,4,4,weekdays,Terlalu kering
10059,2012-02-29,1,1,2,3,0,3,1,0.28,0.303,0.7,0.0896,0,2,2,weekdays,Terlalu kering
10060,2012-02-29,1,1,2,5,0,3,1,0.26,0.2879,0.75,0.0896,0,29,29,weekdays,Terlalu kering
10061,2012-02-29,1,1,2,6,0,3,2,0.28,0.303,0.75,0.0896,4,100,104,weekdays,Terlalu kering
10062,2012-02-29,1,1,2,7,0,3,2,0.26,0.2727,0.81,0.1343,11,242,253,weekdays,Terlalu kering
10063,2012-02-29,1,1,2,8,0,3,2,0.28,0.2879,0.75,0.1045,2,114,116,weekdays,Terlalu kering
10064,2012-02-29,1,1,2,9,0,3,3,0.3,0.303,0.81,0.1642,5,33,38,weekdays,Terlalu kering
10065,2012-02-29,1,1,2,10,0,3,3,0.3,0.303,0.81,0.1642,0,10,10,weekdays,Terlalu kering
10066,2012-02-29,1,1,2,11,0,3,3,0.3,0.2879,0.87,0.194,1,9,10,weekdays,Terlalu kering
10067,2012-02-29,1,1,2,12,0,3,3,0.32,0.303,0.93,0.3284,1,69,70,weekdays,Terlalu kering
10068,2012-02-29,1,1,2,13,0,3,2,0.36,0.3333,0.93,0.3582,4,72,76,weekdays,Terlalu kering
10069,2012-02-29,1,1,2,14,0,3,2,0.36,0.3333,0.93,0.3582,2,54,56,weekdays,Terlalu kering
10070,2012-02-29,1,1,2,15,0,3,2,0.4,0.4091,0.82,0.2836,3,87,90,weekdays,Terlalu kering
10071,2012-02-29,1,1,2,16,0,3,3,0.4,0.4091,0.82,0.2239,5,162,167,weekdays,Terlalu kering
10072,2012-02-29,1,1,2,17,0,3,2,0.4,0.4091,0.87,0.1642,7,246,253,weekdays,Terlalu kering
10073,2012-02-29,1,1,2,18,0,3,3,0.4,0.4091,0.87,0.0,11,181,192,weekdays,Terlalu kering
10074,2012-02-29,1,1,2,19,0,3,2,0.4,0.4091,0.87,0.1045,0,102,102,weekdays,Terlalu kering
10075,2012-02-29,1,1,2,20,0,3,3,0.42,0.4242,0.88,0.1642,2,95,97,weekdays,Terlalu kering
10076,2012-02-29,1,1,2,21,0,3,3,0.42,0.4242,0.88,0.1642,0,39,39,weekdays,Terlalu kering
10077,2012-02-29,1,1,2,22,0,3,3,0.42,0.4242,0.94,0.2537,2,53,55,weekdays,Terlalu kering
10078,2012-02-29,1,1,2,23,0,3,3,0.42,0.4242,0.94,0.2537,3,30,33,weekdays,Terlalu kering
10079,2012-03-01,1,1,3,0,0,4,2,0.42,0.4242,0.94,0.0,1,10,11,weekdays,Terlalu kering
10080,2012-03-01,1,1,3,1,0,4,3,0.46,0.4545,0.94,0.1045,0,12,12,weekdays,Terlalu kering
10081,2012-03-01,1,1,3,2,0,4,2,0.46,0.4545,0.94,0.2836,0,6,6,weekdays,Terlalu kering
10082,2012-03-01,1,1,3,3,0,4,1,0.46,0.4545,0.94,0.2239,0,3,3,weekdays,Terlalu kering
10083,2012-03-01,1,1,3,4,0,4,1,0.48,0.4697,0.88,0.194,0,5,5,weekdays,Terlalu kering
10084,2012-03-01,1,1,3,5,0,4,1,0.48,0.4697,0.88,0.1642,0,18,18,weekdays,Terlalu kering
10085,2012-03-01,1,1,3,6,0,4,2,0.42,0.4242,0.94,0.0,2,107,109,weekdays,Terlalu kering
10086,2012-03-01,1,1,3,7,0,4,2,0.44,0.4394,0.94,0.1343,8,296,304,weekdays,Terlalu kering
10087,2012-03-01,1,1,3,8,0,4,1,0.42,0.4242,0.94,0.1343,15,579,594,weekdays,Terlalu kering
10088,2012-03-01,1,1,3,9,0,4,1,0.46,0.4545,0.77,0.2537,5,281,286,weekdays,Terlalu kering
10089,2012-03-01,1,1,3,10,0,4,1,0.52,0.5,0.55,0.1642,11,122,133,weekdays,Terlalu kering
10090,2012-03-01,1,1,3,11,0,4,1,0.56,0.5303,0.43,0.194,19,149,168,weekdays,Terlalu kering
10091,2012-03-01,1,1,3,12,0,4,1,0.56,0.5303,0.37,0.2239,16,204,220,weekdays,Terlalu kering
10092,2012-03-01,1,1,3,13,0,4,1,0.58,0.5455,0.32,0.2537,24,187,211,weekdays,Terlalu kering
10093,2012-03-01,1,1,3,14,0,4,1,0.58,0.5455,0.35,0.2239,37,174,211,weekdays,Terlalu kering
10094,2012-03-01,1,1,3,15,0,4,1,0.6,0.6212,0.31,0.2537,31,192,223,weekdays,Terlalu kering
10095,2012-03-01,1,1,3,16,0,4,1,0.58,0.5455,0.32,0.2985,38,323,361,weekdays,Terlalu kering
10096,2012-03-01,1,1,3,17,0,4,1,0.56,0.5303,0.35,0.2985,49,551,600,weekdays,Terlalu kering
10097,2012-03-01,1,1,3,18,0,4,1,0.54,0.5152,0.34,0.3582,27,498,525,weekdays,Terlalu kering
10098,2012-03-01,1,1,3,19,0,4,1,0.48,0.4697,0.41,0.3284,11,317,328,weekdays,Terlalu kering
10099,2012-03-01,1,1,3,20,0,4,1,0.44,0.4394,0.44,0.4179,12,242,254,weekdays,Terlalu kering
10100,2012-03-01,1,1,3,21,0,4,1,0.42,0.4242,0.47,0.4627,7,190,197,weekdays,Terlalu kering
10101,2012-03-01,1,1,3,22,0,4,1,0.38,0.3939,0.5,0.2537,3,123,126,weekdays,Terlalu kering
10102,2012-03-01,1,1,3,23,0,4,1,0.36,0.3485,0.5,0.2239,9,76,85,weekdays,Terlalu kering
10103,2012-03-02,1,1,3,0,0,5,1,0.34,0.3333,0.53,0.1642,1,45,46,weekdays,Terlalu kering
10104,2012-03-02,1,1,3,1,0,5,1,0.34,0.3182,0.49,0.2239,2,18,20,weekdays,Terlalu kering
10105,2012-03-02,1,1,3,2,0,5,1,0.34,0.3182,0.53,0.2836,2,4,6,weekdays,Terlalu kering
10106,2012-03-02,1,1,3,3,0,5,1,0.32,0.3182,0.57,0.194,0,3,3,weekdays,Terlalu kering
10107,2012-03-02,1,1,3,4,0,5,1,0.32,0.3485,0.61,0.0,0,2,2,weekdays,Terlalu kering
10108,2012-03-02,1,1,3,5,0,5,1,0.3,0.3333,0.7,0.0,0,24,24,weekdays,Terlalu kering
10109,2012-03-02,1,1,3,6,0,5,1,0.3,0.3333,0.7,0.0,4,88,92,weekdays,Terlalu kering
10110,2012-03-02,1,1,3,7,0,5,1,0.3,0.3333,0.7,0.0,4,258,262,weekdays,Terlalu kering
10111,2012-03-02,1,1,3,8,0,5,1,0.28,0.303,0.75,0.0896,16,533,549,weekdays,Terlalu kering
10112,2012-03-02,1,1,3,9,0,5,1,0.3,0.3333,0.81,0.0,15,299,314,weekdays,Terlalu kering
10113,2012-03-02,1,1,3,10,0,5,1,0.36,0.3485,0.5,0.1642,14,118,132,weekdays,Terlalu kering
10114,2012-03-02,1,1,3,11,0,5,1,0.38,0.3939,0.46,0.194,40,154,194,weekdays,Terlalu kering
10115,2012-03-02,1,1,3,12,0,5,1,0.4,0.4091,0.43,0.1642,40,194,234,weekdays,Terlalu kering
10116,2012-03-02,1,1,3,13,0,5,1,0.42,0.4242,0.44,0.2239,31,191,222,weekdays,Terlalu kering
10117,2012-03-02,1,1,3,14,0,5,2,0.44,0.4394,0.44,0.2836,29,176,205,weekdays,Terlalu kering
10118,2012-03-02,1,1,3,15,0,5,2,0.42,0.4242,0.5,0.2985,5,73,78,weekdays,Terlalu kering
10119,2012-03-02,1,1,3,16,0,5,3,0.4,0.4091,0.58,0.2985,1,49,50,weekdays,Terlalu kering
10120,2012-03-02,1,1,3,17,0,5,3,0.36,0.3485,0.81,0.2239,5,123,128,weekdays,Terlalu kering
10121,2012-03-02,1,1,3,18,0,5,3,0.36,0.3485,0.87,0.194,6,154,160,weekdays,Terlalu kering
10122,2012-03-02,1,1,3,19,0,5,3,0.36,0.3485,0.87,0.194,12,162,174,weekdays,Terlalu kering
10123,2012-03-02,1,1,3,20,0,5,2,0.36,0.3485,0.87,0.194,7,93,100,weekdays,Terlalu kering
10124,2012-03-02,1,1,3,21,0,5,3,0.36,0.3636,0.87,0.0896,2,99,101,weekdays,Terlalu kering
10125,2012-03-02,1,1,3,22,0,5,2,0.36,0.3788,0.87,0.0,6,69,75,weekdays,Terlalu kering
10126,2012-03-02,1,1,3,23,0,5,2,0.36,0.3788,0.87,0.0,4,19,23,weekdays,Terlalu kering
10127,2012-03-03,1,1,3,0,0,6,3,0.36,0.3636,0.93,0.0896,1,21,22,weekdays,Terlalu kering
10128,2012-03-03,1,1,3,1,0,6,3,0.36,0.3788,0.93,0.0,0,44,44,weekdays,Terlalu kering
10129,2012-03-03,1,1,3,2,0,6,3,0.36,0.3636,0.93,0.0896,4,34,38,weekdays,Terlalu kering
10130,2012-03-03,1,1,3,3,0,6,2,0.36,0.3485,0.93,0.1642,1,20,21,weekdays,Terlalu kering
10131,2012-03-03,1,1,3,4,0,6,2,0.36,0.3485,0.93,0.194,0,2,2,weekdays,Terlalu kering
10132,2012-03-03,1,1,3,5,0,6,2,0.36,0.3636,0.93,0.0896,1,1,2,weekdays,Terlalu kering
10133,2012-03-03,1,1,3,6,0,6,2,0.36,0.3636,0.93,0.0896,1,6,7,weekdays,Terlalu kering
10134,2012-03-03,1,1,3,7,0,6,2,0.36,0.3485,0.93,0.1343,2,14,16,weekdays,Terlalu kering
10135,2012-03-03,1,1,3,8,0,6,3,0.36,0.3788,0.93,0.0,2,46,48,weekdays,Terlalu kering
10136,2012-03-03,1,1,3,9,0,6,3,0.38,0.3939,0.87,0.0896,7,87,94,weekdays,Terlalu kering
10137,2012-03-03,1,1,3,10,0,6,2,0.4,0.4091,0.87,0.0,31,137,168,weekdays,Terlalu kering
10138,2012-03-03,1,1,3,11,0,6,2,0.4,0.4091,0.87,0.0896,33,181,214,weekdays,Terlalu kering
10139,2012-03-03,1,1,3,12,0,6,2,0.42,0.4242,0.67,0.2537,47,252,299,weekdays,Terlalu kering
10140,2012-03-03,1,1,3,13,0,6,1,0.44,0.4394,0.51,0.2836,87,252,339,weekdays,Terlalu kering
10141,2012-03-03,1,1,3,14,0,6,2,0.46,0.4545,0.44,0.3582,151,279,430,weekdays,Terlalu kering
10142,2012-03-03,1,1,3,15,0,6,1,0.48,0.4697,0.29,0.2985,145,254,399,weekdays,Terlalu kering
10143,2012-03-03,1,1,3,16,0,6,1,0.5,0.4848,0.27,0.2985,167,300,467,weekdays,Terlalu kering
10144,2012-03-03,1,1,3,17,0,6,1,0.5,0.4848,0.23,0.3284,106,279,385,weekdays,Terlalu kering
10145,2012-03-03,1,1,3,18,0,6,1,0.5,0.4848,0.25,0.2537,53,250,303,weekdays,Terlalu kering
10146,2012-03-03,1,1,3,19,0,6,1,0.46,0.4545,0.33,0.1642,34,191,225,weekdays,Terlalu kering
10147,2012-03-03,1,1,3,20,0,6,1,0.44,0.4394,0.3,0.1343,28,121,149,weekdays,Terlalu kering
10148,2012-03-03,1,1,3,21,0,6,1,0.46,0.4545,0.19,0.3284,24,130,154,weekdays,Terlalu kering
10149,2012-03-03,1,1,3,22,0,6,1,0.44,0.4394,0.21,0.1343,19,115,134,weekdays,Terlalu kering
10150,2012-03-03,1,1,3,23,0,6,1,0.42,0.4242,0.24,0.0,12,94,106,weekdays,Terlalu kering
10151,2012-03-04,1,1,3,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72,weekdays,Terlalu kering
10152,2012-03-04,1,1,3,1,0,0,2,0.38,0.3939,0.34,0.194,16,60,76,weekdays,Terlalu kering
10153,2012-03-04,1,1,3,2,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80,weekdays,Terlalu kering
10154,2012-03-04,1,1,3,3,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26,weekdays,Terlalu kering
10155,2012-03-04,1,1,3,4,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,weekdays,Terlalu kering
10156,2012-03-04,1,1,3,5,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5,weekdays,Terlalu kering
10157,2012-03-04,1,1,3,6,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5,weekdays,Terlalu kering
10158,2012-03-04,1,1,3,7,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23,weekdays,Terlalu kering
10159,2012-03-04,1,1,3,8,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66,weekdays,Terlalu kering
10160,2012-03-04,1,1,3,9,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118,weekdays,Terlalu kering
10161,2012-03-04,1,1,3,10,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192,weekdays,Terlalu kering
10162,2012-03-04,1,1,3,11,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256,weekdays,Terlalu kering
10163,2012-03-04,1,1,3,12,0,0,1,0.34,0.303,0.42,0.3582,71,256,327,weekdays,Terlalu kering
10164,2012-03-04,1,1,3,13,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364,weekdays,Terlalu kering
10165,2012-03-04,1,1,3,14,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332,weekdays,Terlalu kering
10166,2012-03-04,1,1,3,15,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334,weekdays,Terlalu kering
10167,2012-03-04,1,1,3,16,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299,weekdays,Terlalu kering
10168,2012-03-04,1,1,3,17,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263,weekdays,Terlalu kering
10169,2012-03-04,1,1,3,18,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184,weekdays,Terlalu kering
10170,2012-03-04,1,1,3,19,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132,weekdays,Terlalu kering
10171,2012-03-04,1,1,3,20,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88,weekdays,Terlalu kering
10172,2012-03-04,1,1,3,21,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79,weekdays,Terlalu kering
10173,2012-03-04,1,1,3,22,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62,weekdays,Terlalu kering
10174,2012-03-04,1,1,3,23,0,0,1,0.26,0.2576,0.41,0.194,2,24,26,weekdays,Terlalu kering
10175,2012-03-05,1,1,3,0,0,1,1,0.24,0.2273,0.44,0.194,2,15,17,weekdays,Terlalu kering
10176,2012-03-05,1,1,3,1,0,1,1,0.24,0.2424,0.48,0.1343,3,3,6,weekdays,Terlalu kering
10177,2012-03-05,1,1,3,2,0,1,1,0.24,0.2424,0.48,0.1343,1,3,4,weekdays,Terlalu kering
10178,2012-03-05,1,1,3,3,0,1,1,0.22,0.2273,0.51,0.1642,0,1,1,weekdays,Terlalu kering
10179,2012-03-05,1,1,3,4,0,1,1,0.2,0.2273,0.55,0.0896,0,1,1,weekdays,Terlalu kering
10180,2012-03-05,1,1,3,5,0,1,1,0.2,0.2273,0.55,0.0896,1,17,18,weekdays,Terlalu kering
10181,2012-03-05,1,1,3,6,0,1,1,0.18,0.197,0.59,0.1343,2,89,91,weekdays,Terlalu kering
10182,2012-03-05,1,1,3,7,0,1,1,0.18,0.197,0.59,0.1343,7,253,260,weekdays,Terlalu kering
10183,2012-03-05,1,1,3,8,0,1,1,0.2,0.2273,0.59,0.1045,13,415,428,weekdays,Terlalu kering
10184,2012-03-05,1,1,3,9,0,1,2,0.22,0.2576,0.6,0.0896,11,186,197,weekdays,Terlalu kering
10185,2012-03-05,1,1,3,10,0,1,2,0.24,0.2576,0.6,0.0,12,74,86,weekdays,Terlalu kering
10186,2012-03-05,1,1,3,11,0,1,2,0.26,0.2727,0.56,0.1343,17,86,103,weekdays,Terlalu kering
10187,2012-03-05,1,1,3,12,0,1,2,0.26,0.303,0.52,0.0,15,122,137,weekdays,Terlalu kering
10188,2012-03-05,1,1,3,13,0,1,2,0.26,0.2576,0.55,0.2985,11,109,120,weekdays,Terlalu kering
10189,2012-03-05,1,1,3,14,0,1,2,0.28,0.2576,0.57,0.3582,13,115,128,weekdays,Terlalu kering
10190,2012-03-05,1,1,3,15,0,1,2,0.3,0.2879,0.53,0.194,20,110,130,weekdays,Terlalu kering
10191,2012-03-05,1,1,3,16,0,1,1,0.3,0.2727,0.45,0.2985,30,180,210,weekdays,Terlalu kering
10192,2012-03-05,1,1,3,17,0,1,3,0.3,0.2727,0.45,0.2985,11,376,387,weekdays,Terlalu kering
10193,2012-03-05,1,1,3,18,0,1,3,0.28,0.2273,0.55,0.6567,12,363,375,weekdays,Terlalu kering
10194,2012-03-05,1,1,3,19,0,1,1,0.26,0.2576,0.53,0.2239,6,220,226,weekdays,Terlalu kering
10195,2012-03-05,1,1,3,20,0,1,1,0.26,0.2273,0.37,0.4627,8,171,179,weekdays,Terlalu kering
10196,2012-03-05,1,1,3,21,0,1,1,0.26,0.2273,0.37,0.3881,4,116,120,weekdays,Terlalu kering
10197,2012-03-05,1,1,3,22,0,1,1,0.24,0.2121,0.35,0.3284,2,76,78,weekdays,Terlalu kering
10198,2012-03-05,1,1,3,23,0,1,1,0.22,0.1818,0.37,0.5821,2,29,31,weekdays,Terlalu kering
10199,2012-03-06,1,1,3,0,0,2,1,0.22,0.2121,0.37,0.2985,0,8,8,weekdays,Terlalu kering
10200,2012-03-06,1,1,3,1,0,2,1,0.2,0.197,0.44,0.2537,0,6,6,weekdays,Terlalu kering
10201,2012-03-06,1,1,3,2,0,2,1,0.2,0.197,0.44,0.2239,0,4,4,weekdays,Terlalu kering
10202,2012-03-06,1,1,3,3,0,2,1,0.18,0.1667,0.51,0.2836,0,1,1,weekdays,Terlalu kering
10203,2012-03-06,1,1,3,4,0,2,1,0.18,0.1667,0.51,0.2985,0,3,3,weekdays,Terlalu kering
10204,2012-03-06,1,1,3,5,0,2,1,0.18,0.1818,0.51,0.2239,0,25,25,weekdays,Terlalu kering
10205,2012-03-06,1,1,3,6,0,2,1,0.18,0.2121,0.51,0.1045,3,99,102,weekdays,Terlalu kering
10206,2012-03-06,1,1,3,7,0,2,1,0.16,0.1818,0.55,0.1343,5,270,275,weekdays,Terlalu kering
10207,2012-03-06,1,1,3,8,0,2,1,0.16,0.1818,0.59,0.1045,14,487,501,weekdays,Terlalu kering
10208,2012-03-06,1,1,3,9,0,2,1,0.22,0.2727,0.47,0.0,11,222,233,weekdays,Terlalu kering
10209,2012-03-06,1,1,3,10,0,2,1,0.24,0.2576,0.44,0.0,16,113,129,weekdays,Terlalu kering
10210,2012-03-06,1,1,3,11,0,2,1,0.26,0.2576,0.41,0.1642,20,110,130,weekdays,Terlalu kering
10211,2012-03-06,1,1,3,12,0,2,1,0.26,0.2727,0.41,0.1045,9,129,138,weekdays,Terlalu kering
10212,2012-03-06,1,1,3,13,0,2,1,0.3,0.303,0.39,0.1343,16,148,164,weekdays,Terlalu kering
10213,2012-03-06,1,1,3,14,0,2,1,0.32,0.303,0.36,0.2239,20,116,136,weekdays,Terlalu kering
10214,2012-03-06,1,1,3,15,0,2,1,0.34,0.303,0.36,0.2985,24,142,166,weekdays,Terlalu kering
10215,2012-03-06,1,1,3,16,0,2,1,0.36,0.3333,0.32,0.2836,22,228,250,weekdays,Terlalu kering
10216,2012-03-06,1,1,3,17,0,2,1,0.36,0.3333,0.34,0.2836,21,425,446,weekdays,Terlalu kering
10217,2012-03-06,1,1,3,18,0,2,1,0.34,0.303,0.42,0.3284,15,442,457,weekdays,Terlalu kering
10218,2012-03-06,1,1,3,19,0,2,1,0.34,0.303,0.46,0.2985,9,278,287,weekdays,Terlalu kering
